,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19461026,-0.15,-0.41,-0.08,-0.18,-0.11,-0.39,-0.11,-0.1,0.34,0.04
19461028,-2.89,-1.79,-1.7,-2.03,-1.4,-1.85,-1.23,-2.1,-1.72,-1.86
19461029,-1.72,-1.04,-1.22,-0.67,-1.77,-0.48,-0.64,-0.74,-0.77,-1.12
19461030,1.69,0.6,-0.02,-0.41,0.47,-0.02,-0.55,0.01,0.05,-0.24
19461031,6.12,5.78,5,4.3,3.86,3.06,2.78,1.52,3.37,3.19
19461101,3.9,3.68,1.68,3.27,1.86,1.59,1.64,1.66,1.34,1.46
19461102,1.04,1.67,0.77,0.39,0.84,0.54,0.8,0.55,0.51,0.21
19461104,-0.09,1.03,1.66,0.61,0.8,0.79,0.96,0.49,0.73,0.86
19461106,-7.33,-6.55,-5.32,-4.19,-3.87,-3.76,-3.5,-2.71,-3.08,-3.35
19461107,0.98,0.96,0.77,0.44,1.3,0.16,0.54,0.43,-0.17,0.08
19461108,0.93,0.66,0.01,0.13,0.41,0.69,0.82,0.56,0.64,0.85
19461109,1.9,2.07,2.23,1.56,0.82,0.89,0.71,0.62,0.51,0.83
19461112,-1.65,-0.68,-1.18,0.02,-0.52,-0.76,-0.23,0.04,-0.48,-0.04
19461113,0.13,-1.21,-0.86,-1.47,-0.62,-0.96,-0.56,-0.94,-0.97,-0.38
19461114,0.89,0.68,0.79,0.67,0.05,0.79,0.75,0.58,0.41,0.27
19461115,-2.2,-1.58,-1.21,-0.97,-0.6,-1.03,-0.64,-0.79,-1.06,-0.66
19461116,-0.23,0.1,-0.29,-0.2,0,-0.03,-0.23,0.02,0.19,-0.11
19461118,-2.05,-1.11,-1.42,-0.82,-1.05,-0.81,-0.91,-0.55,-1,-0.98
19461119,-0.75,-0.21,-0.38,-0.41,-0.31,-0.32,-0.52,-0.51,-0.19,-0.63
19461120,-2.18,-1.49,-1.22,-0.45,-0.83,-0.65,-0.5,-0.14,-0.76,-0.16
19461121,-3.04,-2.27,-2.75,-1.66,-2.14,-1.99,-1,-1.52,-1.56,-1.85
19461122,-0.15,-0.79,-0.44,-0.38,0.02,-0.46,-0.3,-0.67,-0.73,-0.88
19461123,3.16,2.75,2.45,1.56,1.82,1.33,1.23,1.26,1.47,1.5
19461125,-1.44,-1.03,-1.33,-0.96,-0.52,0,0.02,-0.21,0.41,-0.07
19461126,1.25,1.88,1.82,1.29,1.82,0.96,1.5,0.86,0.77,1.26
19461127,0.86,1.69,0.71,0.91,0.74,0.65,0.88,1.07,0.87,0.8
19461129,1.87,0.81,1.84,0.71,1.15,1.6,0.86,0.98,0.44,0.75
19461130,-0.78,-0.52,-0.21,0.1,0.22,0.21,0.16,0.12,0.35,0.01
19461202,-3.21,-2.4,-1.84,-1.78,-1.72,-1.27,-1.36,-1.79,-0.98,-1.05
19461203,1.05,0.46,0.89,0.05,0.39,0.32,0.07,0.76,0.37,0.04
19461204,2.71,2.09,2.3,2.1,2.76,1.44,1.25,1.93,1.22,1.34
19461205,-1.55,-0.95,-1.71,-0.83,-0.96,-0.41,-0.4,-0.38,-0.11,-0.36
19461206,0.81,1,0.52,0.57,0.9,0.12,-0.1,0.58,0.27,0.75
19461207,1.39,2.29,0.81,0.79,1.18,1.29,0.24,0.68,0.53,0.62
19461209,6.17,5.77,6.23,4.62,3.73,1.89,2.23,2.49,2.12,2.86
19461210,-0.56,-0.66,-0.46,-0.4,-0.33,0.06,0.17,-0.14,0.4,0.22
19461211,-0.63,-0.72,-0.03,0.54,0.02,0.17,0.33,0.44,0.13,0.08
19461212,-2.25,-2.23,-1.53,-1.34,-1.34,-1.47,-0.88,-0.68,-0.9,-0.99
19461213,-0.55,-0.53,-0.38,0.17,0.06,0.31,0.44,0.34,0.12,0.24
19461214,1.45,1.29,0.49,0.95,0.74,0.52,0.32,0.59,0.04,0.99
19461216,-1.24,-0.54,-0.79,0.54,0.23,0.35,-0.23,-0.18,0.23,0.03
19461217,-0.81,-1.08,-0.57,-0.34,-0.45,-0.42,-0.9,-0.28,-0.09,-0.17
19461218,0.31,0.79,0.32,0.74,0.18,-0.2,0.25,0.3,-0.23,0.7
19461219,2.67,2.03,2.5,2.25,1.81,1.28,1.38,0.89,1.27,1.36
19461220,1.34,1.7,0.94,0.68,0.42,0.4,0.43,-0.09,0.19,-0.46
19461221,0.59,0.43,0.18,0.37,0.16,-0.08,0.41,0.27,0.19,0.01
19461223,-2.28,-1.92,-1.08,-1.26,-1,-0.47,-0.81,-0.35,-0.6,-0.4
19461224,-0.99,-0.22,-0.26,-0.59,-0.19,-0.29,-0.16,-0.16,0.08,0.09
19461226,-2.01,-1.99,-1.5,-0.98,-0.93,-1.39,-0.5,-0.47,-0.11,-0.79
19461227,-0.48,-0.53,-0.86,-0.37,-0.67,0.06,-0.12,0.05,0.1,0.19
19461228,0.33,0.96,0.57,0.26,0.69,0.61,0.41,0.37,0.02,0.25
19461230,-1.24,-0.94,-1.11,-0.92,-0.29,-0.09,0.04,0.75,-0.25,-0.07
19461231,0.26,0.66,0.82,1.73,0.61,0.93,0.73,0.61,0.48,0.82
19470102,-0.38,-0.65,-0.63,-1.22,-0.88,-0.2,0.02,-0.85,-0.63,-0.98
19470103,1.88,0.71,2.25,0.37,0.41,-0.24,-0.22,-0.31,-0.02,-0.32
19470104,0.88,0.8,0.33,0.9,0.7,0.44,0.21,-0.18,0.12,0.02
19470106,1.59,1,1.56,1.34,0.88,1.06,0.57,1.07,0.43,0.51
19470107,-2.54,-1.33,-1.29,-1.39,-1.05,-0.4,-0.25,-0.51,-0.42,-0.84
19470108,0.66,0.51,0.72,0.58,0.24,0.21,0.25,-0.26,-0.1,-0.02
19470109,-0.42,0.02,0.41,0.62,0.17,0.28,0.38,0.23,-0.12,0.14
19470110,-3.09,-2.1,-1.53,-1.52,-1.67,-1.18,-0.99,-0.63,-1.04,-1.44
19470111,-1.86,-1.75,-1.33,-1.15,-1.68,-1.41,-0.77,-1.75,-1.38,-1.18
19470113,-2.29,-2.12,-1.75,-1.48,-2.09,-1.57,-1.71,-1.6,-0.74,-2.01
19470114,0.76,1.06,0.78,-0.01,0.58,0.2,-0.02,0.4,0.09,0.39
19470115,-0.75,-0.79,-0.62,-0.99,-0.57,-0.36,-0.75,-0.48,-0.48,-0.14
19470116,-0.34,0.77,0.08,0.15,-0.21,0.01,0.06,-0.34,-0.09,-0.37
19470117,3.59,2.94,3.31,2,1.86,1.23,1.55,1.3,1.1,1.36
19470118,2.17,1.32,1.05,1.38,1.32,0.91,0.97,1.14,0.72,1.21
19470120,-2.14,-1.31,-1.92,-0.88,-1.23,-0.76,-1.16,-1.27,-0.41,-1.39
19470121,-1,-0.46,-0.38,-0.35,-0.24,-0.19,-0.1,-0.58,-0.35,-0.23
19470122,0.69,0.57,0.91,0.51,0.65,0.3,-0.01,0.1,0.07,0.4
19470123,2.55,1.73,1.81,0.83,0.83,0.76,0.63,0.75,0.3,0.15
19470124,0.49,0.68,0.35,0.16,0.16,0.46,0.12,0.13,0.47,0.35
19470125,-0.69,-0.31,0.16,-0.38,0.01,-0.01,-0.15,-0.04,0.1,0.02
19470127,1.64,1.23,2.07,0.96,0.57,0.65,0.56,0.42,0.24,0.39
19470128,0.79,1,0.68,0.99,0.82,0.72,0.3,1.08,0.44,0.47
19470129,2.9,1.98,1.34,1.98,1.54,1.2,0.72,0.63,0.75,1.69
19470130,-0.07,-0.35,-0.13,-0.13,-0.22,0.19,-0.2,-0.41,-0.17,-0.21
19470131,1.1,1.65,0.1,0.02,0.63,0.31,0.3,0.34,0.36,0.42
19470201,2.07,1.99,0.74,0.67,0.99,0.49,0.4,0.44,0.26,0.44
19470203,0.54,0.62,0.39,0.44,0.38,0.32,0.29,0.4,0.14,0.07
19470204,-0.87,-0.53,1.51,-0.34,0.09,-0.01,0.21,-0.09,-0.03,-0.06
19470205,0.38,-0.39,0.45,1.1,0.21,-0.15,0.19,0.11,0.32,-0.28
19470206,0.62,0.72,-0.14,-0.48,-0.5,-0.19,-0.43,0.07,-0.25,0.31
19470207,2.8,3.12,2.49,2.37,2.01,1.62,0.53,1.04,1.35,0.59
19470208,0.82,0.82,0.69,0.62,0.59,0.29,0.56,0.07,0.26,0.11
19470210,-2.45,-1.77,-1.36,-0.52,-1.2,-0.52,-0.45,-0.51,-0.58,-0.43
19470211,1.65,1.02,1.22,1.36,0.86,0,0.06,0.22,0.19,-0.04
19470213,-2.7,-1.88,-1.74,-1.41,-1.22,-0.77,-0.74,-0.78,-0.89,-0.74
19470214,0.45,0.18,-0.44,-0.54,-0.02,-0.29,-0.05,-0.06,-0.31,-0.28
19470215,0.1,0.14,0.01,-0.3,0.1,-0.02,0.02,-0.04,0.1,-0.04
19470217,-0.34,0.45,0.41,0.17,0.38,0.39,0.06,0.28,-0.2,0.04
19470218,-0.37,-0.58,-0.41,-0.61,-0.25,0.21,0.14,-0.04,-0.12,-0.31
19470219,-1.04,-0.82,-0.75,-1.21,-0.89,-0.88,-0.75,-0.37,-0.88,-0.71
19470220,0.95,0.4,0.39,0.01,0.04,0.12,-0.19,0.23,0.45,0.5
19470221,0.91,0.49,0.69,0.74,0.53,0.52,0.26,0.13,0.31,0.23
19470224,-2.2,-1.27,-0.81,-1,-1.08,-0.62,-0.68,-0.24,-0.41,-0.49
19470225,-2.44,-2.76,-2.41,-1.83,-1.11,-1.57,-1.03,-0.94,-1.14,-1.32
19470226,-1.52,-1.71,-1.68,-1.28,-0.93,-1.22,-0.75,-0.99,-1.38,-1.19
19470227,2.32,1.85,1.9,1.48,1.45,0.9,1.72,0.86,1.02,1.07
19470228,-1.3,-0.8,-0.27,-0.46,-0.43,-0.35,-0.3,-0.21,-0.06,-0.98
19470301,-0.34,-0.08,-0.31,0.12,-0.1,0.16,-0.08,0.04,0.36,0.08
19470303,-0.91,-0.99,-0.81,-0.43,-0.61,-0.24,-0.36,-0.2,-0.16,-0.17
19470304,0.24,0.27,0.35,0.26,-0.06,0.11,0.01,-0.27,-0.17,-0.18
19470305,1.79,2.14,1.79,1.7,0.97,2.02,0.77,0.77,0.69,0.8
19470306,-0.34,0.2,0.48,0.35,0.76,0.33,0.39,0.39,0.56,0.29
19470307,-4.67,-4.2,-3.5,-3.75,-3.29,-3.61,-2.17,-2.67,-2.21,-2.61
19470308,-0.88,-0.45,-0.62,-0.82,-0.26,-0.52,-0.66,-0.14,-0.7,-1.04
19470310,-0.82,-0.48,-0.69,-1,-0.3,-0.75,-0.37,-0.37,-0.12,-0.32
19470311,-0.8,-1.38,-1.29,-0.91,-1.15,-0.77,-1.28,-0.46,-1.07,-0.96
19470312,2.09,1.57,0.58,0.96,0.46,0.72,0.9,0.47,0.55,0.99
19470313,-0.96,0.04,-0.16,-0.41,-0.15,-0.16,-0.32,0.19,0.3,0.26
19470314,-1.65,-1.89,-1.62,-1.52,-1.06,-0.91,-1.12,-1.11,-1.09,-1.3
19470315,-0.06,-0.06,-0.15,-0.13,-0.23,0.09,-0.15,-0.39,0.22,-0.09
19470317,0.19,0.39,0.67,0.49,0.37,0,-0.02,0.64,0.7,0.17
19470318,1.43,0.69,0.98,1.5,1.01,1.04,1.54,0.51,0.55,0.88
19470319,-0.04,1,0.51,0.6,0.61,0.35,0.56,0.84,0.41,0.27
19470320,-0.34,-0.07,-0.63,-0.63,-0.24,-0.33,0.09,-0.2,-0.12,-0.18
19470321,1.22,1.15,1.34,0.86,1.11,0.81,1.18,0.64,0.79,0.86
19470322,0.14,0.55,0.4,0.39,0.36,0.31,0.03,0.13,0.56,0.1
19470324,-1.65,-0.95,-0.76,-0.99,-1.02,-0.27,-0.9,-0.53,-0.39,-0.27
19470325,-1.3,-1.43,-0.96,-0.74,-1.14,-0.33,-0.73,-0.54,-0.42,-0.94
19470326,2.04,1.72,1.42,0.93,1.29,1.03,1.16,0.94,0.83,1.25
19470327,2.03,1.5,1.69,2.24,1.87,1.27,1.32,0.82,1.29,1.07
19470328,-1,-0.16,-0.13,-0.46,-0.16,-0.43,-0.32,-0.09,-0.46,-0.08
19470329,0.06,-0.18,-0.44,-0.16,-0.33,-0.21,-0.15,-0.13,-0.24,-0.32
19470331,-2.11,-1.57,-0.91,-0.87,-0.83,-0.49,-0.49,-0.65,-0.63,-0.79
19470401,0.3,0.51,-0.01,-0.18,-0.03,-0.16,0.44,0.05,0.03,0.12
19470402,-0.33,0.29,-0.05,0.2,-0.12,0.21,0.26,-0.13,0.09,0.03
19470403,-0.69,-0.16,-0.62,-0.58,-0.34,-0.55,0,-0.44,-0.22,-0.54
19470405,-0.26,-0.09,-0.39,0.24,-0.37,0,-0.17,0.07,0.07,0.13
19470407,-1.54,-1.54,-1,-1.56,-1.4,-1.4,-0.67,-1.13,-0.45,-0.46
19470408,-2.19,-1.67,-1.77,-1.64,-1.61,-0.88,-1.58,-1.11,-0.75,-1.21
19470409,-0.67,0.07,-0.05,-0.02,-0.26,-0.05,-0.27,-0.02,-0.07,0.04
19470410,0.34,0.26,0.44,0.2,0.1,0.15,0.17,0.09,0.04,0.16
19470411,-1.51,-1.05,-0.88,-1.07,-0.91,-0.98,-0.45,-0.76,-0.39,-0.35
19470412,-2.06,-2.15,-1.44,-1.32,-1.33,-1.25,-1.13,-0.92,-0.72,-0.97
19470414,-5.59,-5.15,-4.29,-3.71,-3.88,-2.86,-2.92,-2.87,-1.72,-2.72
19470415,0.64,0.26,0.21,0.02,-0.1,-0.18,0.1,0,-0.13,-0.19
19470416,2.24,1.75,1.7,1.13,1.32,1.19,0.62,1.18,0.68,0.49
19470417,-0.27,-0.2,-0.39,0.63,-0.02,0.18,0.34,-0.01,0.18,-0.02
19470418,-3.15,-2.29,-2.22,-1.98,-1.63,-1.03,-1.6,-0.93,-0.63,-0.82
19470419,2.62,1.93,1.47,1.62,1.03,1.15,1.72,1.25,0.58,0.58
19470421,0.82,1.69,1.15,1.66,1.39,0.85,1.01,0.78,0.25,0.87
19470422,0.22,1.29,0.83,0.54,0.56,1,0.52,0.9,0.39,0.03
19470423,-0.68,-0.13,-0.12,0.02,0.24,-0.02,0,0.14,0.21,0.12
19470424,-1.16,-1.15,-1.47,-1.01,-0.63,-0.71,-0.82,-0.3,-0.18,-0.54
19470425,-1.16,-1.61,-1.37,-1.37,-1.04,-1.04,-1.04,-0.55,-0.94,-0.13
19470426,0.23,0.38,0.46,-0.19,0.15,0.01,0.01,0.09,0.04,0.27
19470428,-0.77,-0.42,-0.44,0.1,-0.15,-0.27,-0.16,0.07,0.23,0.05
19470429,-0.38,-0.43,-0.05,-0.38,-0.58,-0.69,-0.49,0.14,-0.1,-0.04
19470430,1.24,1.71,1.94,2.06,1.21,1.53,1.34,1.04,1.08,0.98
19470501,0.88,1.11,1.12,1.23,0.91,0.93,0.93,0.59,0.97,1.04
19470502,0.68,-0.06,0.41,0.5,1.49,0.45,1.19,0.26,0.05,0.35
19470503,-0.25,0.26,0.24,-0.02,0.16,0.28,0.54,0.19,0.1,0.26
19470505,-1.01,-0.53,-0.42,0.25,0.2,0.15,0.26,-0.01,0,-0.02
19470506,-2.4,-2.15,-1.51,-1.9,-0.99,-1.32,-1.32,-0.74,-0.58,-0.48
19470507,-0.03,-0.22,-0.59,-0.22,-0.36,-0.16,-0.34,0.29,-0.07,0.2
19470508,-1.41,-0.91,-0.64,-1.09,-0.66,-0.4,-1.1,-0.35,-0.19,-0.06
19470509,-0.27,-0.12,-0.35,-0.46,-0.15,-0.57,-0.22,0.09,-0.23,-0.2
19470510,0.11,-0.2,0.33,0.27,-0.07,0.18,0.51,0.21,0.03,0.24
19470512,-2.23,-1.55,-1.64,-1.32,-1.19,-1.59,-1.29,-1.11,-0.67,-0.68
19470513,-3.69,-3.01,-2.79,-2.32,-2.17,-1.94,-1.81,-1.47,-1.1,-1.6
19470514,-1.06,-1.59,-1,-0.3,-0.24,-0.59,-0.66,-0.45,-0.26,-0.49
19470515,1.14,0.86,1.37,0.9,0.81,0.67,0.91,0.94,0.54,0.31
19470516,-4.36,-4.16,-3.05,-2.84,-2.72,-1.61,-2.35,-1.62,-1.28,-2.32
19470517,-2.92,-2.54,-2.22,-2.43,-1.79,-1.52,-1.7,-1.56,-1.03,-1.05
19470519,1.73,0.52,-0.39,-0.18,0.24,-0.04,0.04,0,0.15,-0.13
19470520,1.22,1.74,1.52,0.6,0.5,0.64,0.09,0.81,0.34,0.23
19470521,2.23,2.7,1.57,2.53,1.26,1.76,1.79,1.42,1.04,1.16
19470522,2.4,1.82,1.47,1.24,0.97,1.2,1.41,0.57,0.78,0.72
19470523,0.43,0.93,0.54,0.58,0.37,0.68,0.26,0.36,0.22,0.46
19470524,0.14,0.63,-0.22,0.14,0.15,0.05,-0.07,-0.07,-0.05,0.06
19470526,-1.7,-1.24,-1.28,-1.07,-0.85,-0.54,-0.62,-0.55,-0.03,-0.75
19470527,-0.48,-0.6,-0.51,0.07,-0.23,0.04,-0.55,-0.18,0.12,0.17
19470528,2.89,2.76,2.77,2.47,2.39,1.92,2.09,1.37,0.97,0.95
19470529,1.08,1.56,0.85,1.49,1.01,0.98,0.72,0.43,0.81,0.87
19470602,-2.2,-2.37,-1.82,-2.12,-1.34,-1.22,-0.83,-0.84,-0.72,-0.47
19470603,1.49,1.33,1.56,0.97,1.15,0.43,1.03,0.98,1.37,0.73
19470604,-1.44,-1.3,-0.93,-0.37,-0.62,-0.42,-0.81,-0.2,0.03,-0.1
19470605,-0.82,-0.62,-0.7,0.69,-0.5,0.26,-0.38,0.07,0.09,0.08
19470606,1.04,0.6,1,0.71,0.33,0.49,0.72,0.55,0.6,0.18
19470609,-1.33,-1.08,-1.26,-1,-0.23,-0.51,0.04,-0.49,-0.02,-0.14
19470610,0.61,1.33,0.79,0.68,0.79,0.59,1.4,0.51,0.63,0.46
19470611,4.48,5.09,4.15,3.46,3.05,2.87,2.48,1.59,2.3,1.36
19470612,0.05,-0.45,-0.61,0.14,-0.5,-0.42,-0.14,-0.26,-0.04,0.18
19470613,2.08,1.79,1.59,1.42,1.3,1.2,0.89,1,1.07,0.38
19470616,-0.32,-0.58,-0.77,0.01,-0.25,0.79,0.14,0.12,-0.1,-0.18
19470617,-0.31,-0.51,-0.5,-0.61,0,-0.5,-0.19,-0.09,-0.27,-0.27
19470618,0.27,0.35,0.02,0.55,0.55,-0.5,0.14,0.48,-0.42,-0.26
19470619,1.69,1.21,1.13,1.24,1.39,1.38,1.37,1.15,0.64,0.97
19470620,1.62,2.1,1.54,0.76,0.66,0.54,0.17,0.53,0.38,0.2
19470623,1.67,0.6,1.37,1.23,0.94,0.68,0.28,0.25,0.5,0.32
19470624,-4.24,-2.77,-3.16,-2.82,-2.39,-2.34,-1.94,-1.88,-1.01,-1.31
19470625,1.12,1.33,0.53,0.85,1.01,0.36,0.37,0.53,0.64,1.07
19470626,0.5,0.07,0,0.78,0.33,0.4,0.63,0.55,0.3,0.57
19470627,-0.13,-0.09,-0.24,-0.12,0.08,0.06,0.04,0.13,0.05,0.1
19470630,0.18,-0.1,-0.31,0.04,0.32,0.44,0.4,0.93,0.26,0.47
19470701,2.58,2.43,2.52,2.23,2.35,2.1,1.37,1.4,1.06,0.97
19470702,0.95,0.77,0.74,0.29,-0.04,0.14,0.46,0.44,-0.07,0.03
19470703,2.96,2.6,2.09,1.59,1.09,0.99,1.46,1.11,0.77,0.72
19470707,1.72,0.6,0.61,0.66,0.43,0.36,-0.07,0.21,0.26,-0.06
19470708,1.48,1.92,1.19,0.65,0.61,0.77,0.56,0.54,0.18,-0.1
19470709,-1.15,-1.97,-0.83,-0.39,-0.61,-0.63,-0.59,-0.46,-0.87,-0.46
19470710,0.99,1.76,1.55,1.25,1.06,1.12,0.75,0.66,0.63,0.45
19470711,2.34,2.34,1.78,1.84,1.28,1.52,1.98,0.47,0.94,1.07
19470714,2.64,2,2.03,1.38,1.18,0.87,0.8,0.23,0.66,0.74
19470715,-0.03,-0.25,-0.35,-0.4,-0.19,-0.5,-0.14,-0.32,0.15,-0.08
19470716,-0.04,-0.73,-0.49,-0.41,-0.21,-0.08,0.18,-0.4,0.07,-0.02
19470717,-1.52,-1.34,-1.31,-0.94,-0.55,-0.53,-0.79,-0.29,-0.65,-0.73
19470718,-0.32,-0.45,-0.04,-0.42,-0.08,0.23,-0.3,0.18,0.34,0.9
19470721,-0.29,-0.43,-0.38,-0.13,-0.38,0.07,-0.36,-0.14,-0.14,-0.1
19470722,-0.6,-0.58,0.14,-0.11,0.41,0.23,-0.09,0.15,0.08,0.13
19470723,1.06,0.75,0.39,0.67,0.89,0.49,0.9,0.74,0.53,0.77
19470724,1.15,0.81,1.96,1.34,0.62,1.68,0.79,1.13,1.02,1.12
19470725,-0.23,0.04,0.17,-0.07,-0.2,0.16,-0.01,-0.12,0.12,-0.34
19470728,-2.47,-1.74,-1.08,-1.32,-0.64,-0.75,-0.88,-0.6,-0.48,-0.63
19470729,-3.63,-2.47,-3.11,-2.36,-1.53,-1.66,-2.17,-2.38,-1.62,-2.1
19470730,-1.3,-1.52,-1.31,-1.6,-0.21,-0.83,-0.61,-0.56,-0.38,-0.54
19470731,1.88,1.62,2.43,1.66,0.99,1.55,1.47,0.93,1.22,1.29
19470801,-0.43,-0.31,-0.53,-0.28,-0.06,0.21,0.09,0.44,0.74,0.33
19470804,-2.45,-1.34,-1.19,-0.99,-1.61,-0.99,-1.2,-0.65,-0.8,-1.06
19470805,0.23,0.17,0.13,0.14,0.23,0.25,0.39,0.34,0.15,0.64
19470806,-0.51,-0.67,-0.72,-0.79,0.11,-0.55,-0.56,-0.46,0.01,-0.52
19470807,0.22,-0.64,-0.15,-0.37,0.19,0.25,0.03,0.07,0.29,0.58
19470808,-1.58,-1.47,-0.94,-0.9,-1.16,-0.93,-0.91,-0.99,-1.13,-1.49
19470811,-0.65,-0.17,-0.35,0.32,-0.52,-0.72,-0.15,-0.89,-0.67,-0.45
19470812,2.24,1.16,1.19,0.71,0.83,1.04,0.65,0.84,0.56,1.21
19470813,-0.13,-0.45,-0.17,-0.16,-0.01,-0.28,0.08,0.03,-0.08,0.04
19470814,0.48,0.37,0.19,-0.21,0.33,0.38,0.36,-0.13,0.25,0.36
19470815,1.47,0.97,1.2,0.24,0.61,1.24,0.94,0.96,0.59,1.42
19470818,-0.99,-0.5,-0.21,-0.36,-0.49,-0.43,0.11,-0.04,-0.29,-0.43
19470819,-0.76,-0.27,-0.58,-0.06,-0.38,-0.31,-0.4,-0.24,-0.28,-0.19
19470820,-0.48,-0.44,-0.61,-0.46,-0.02,-0.51,-0.55,-0.29,-0.39,-0.64
19470821,0.65,0.24,0.32,0.08,0.37,0.55,0.26,0.78,0.02,0.22
19470822,0.32,0.23,0.19,0.25,-0.07,0.17,0.28,0.15,0.38,0.15
19470825,-2.52,-2.9,-1.04,-1.1,-1.6,-1.35,-1.36,-1.46,-1.49,-2.03
19470826,0.57,0.4,0.05,-0.03,-0.1,0.07,-0.11,0.1,-0.21,0.14
19470827,0.53,0.37,0.02,0.3,0.52,0.23,0.1,0.14,0.02,-0.02
19470828,0.12,0.19,0.39,0.32,-0.29,-0.26,-0.41,-0.2,-0.1,0.13
19470829,0.99,1.06,0.77,0.73,0.71,0.37,0.85,0.42,0.88,0.59
19470902,0.44,0.41,0.68,0.6,0.62,0.44,0.51,0.27,0.47,0.93
19470903,0.53,-0.05,-0.72,-0.06,-0.06,0.02,-0.26,-0.42,-0.04,0.37
19470904,-1.88,-1.61,-1.42,-0.76,-1.24,-1.51,-1.17,-1.18,-1.34,-1.59
19470905,0.74,0.01,-0.3,-0.08,-0.51,-0.08,-0.15,0.01,-0.36,-0.52
19470908,-2.06,-1.91,-1.21,-0.49,-1.28,-1.68,-1.42,-1.05,-1.55,-1.63
19470909,0.82,0.27,-0.14,0.39,0.55,0.12,-0.14,0.08,-0.14,0.54
19470910,1.7,1.98,1.18,0.3,1.18,1.08,0.9,0.44,0.81,1.37
19470911,0.51,-0.1,0.34,0.45,0.31,0.48,0.35,0.29,0.13,0.97
19470912,-0.76,-0.65,-0.58,-0.21,-0.44,-0.25,-0.24,-0.36,0.07,-0.42
19470915,-0.38,-0.56,-0.59,-0.54,-0.37,-0.1,-0.27,-0.6,-0.3,-0.45
19470916,1.5,0.77,1.11,0.7,0.87,0.29,0.8,0.85,1.08,1.04
19470917,2.95,1.77,1.82,0.9,1.02,1.55,1.68,1.38,1.33,1.75
19470918,-0.22,-0.39,-0.49,-0.13,0.01,-0.48,-0.44,-0.24,-0.24,-0.39
19470919,-0.43,0.1,-0.18,-0.27,-0.43,0.23,-0.54,-0.13,-0.2,-0.19
19470922,-0.53,-0.57,-0.1,-0.33,-0.16,0.09,-0.12,-0.09,-0.08,-0.11
19470923,-1.69,-1.4,-1.38,-1.2,-0.66,-1.09,-0.98,-1.1,-2.02,-1.28
19470924,0.64,0.38,0.76,0.34,0.33,-0.07,0.16,-0.08,0.49,0.61
19470925,-0.69,-1.27,-0.68,-0.82,-0.65,-0.68,-0.41,-0.35,-0.48,-0.45
19470926,-0.11,-0.22,-0.22,-0.17,-0.2,-0.08,-0.13,-0.08,-0.25,0.08
19470929,1.02,0.67,0.41,0.23,0.31,0.56,0.26,0.27,0.61,0.48
19470930,2.12,0.86,0.65,0.35,0.55,0.96,1.42,0.59,1.03,0.94
19471001,0.11,1.08,0.97,0.38,0.57,0.28,0.75,0.57,0.26,1
19471002,0.26,-0.19,-0.36,0.01,-0.02,0.03,0.21,0.24,-0.06,-0.21
19471003,1.21,0.99,1.09,0.6,0.67,0.64,0.44,0.89,0.37,0.74
19471004,0.77,0.41,0.44,0.14,0.14,0.25,0.47,0.17,-0.1,0.15
19471006,-0.82,-0.1,0.31,0.14,0.1,-0.17,0.32,0.06,0.12,0.29
19471007,0.25,0.01,-0.24,-0.02,-0.1,-0.24,0.42,0.02,-0.01,-0.09
19471008,-1.01,-0.89,-0.45,-0.25,-0.66,-0.63,-0.56,-0.34,-0.63,-0.54
19471009,0.96,0.11,0.48,0.09,0.26,0.52,0.44,0.29,0.56,1.18
19471010,0.9,0.63,0.36,0.44,0.26,0.21,0.51,0.28,0.13,0.38
19471011,0.56,0.46,0.3,-0.01,0.22,0.07,-0.08,-0.09,0.39,0.23
19471014,2.62,1.54,1.18,1.48,0.67,1.49,1.53,1.26,1.79,1.58
19471015,0.71,1.3,0.9,0.75,0.1,0.58,0.18,0.37,0,0.16
19471016,0.45,-0.29,0.01,-0.08,-0.22,0.08,0.21,0.41,-0.01,0.15
19471017,-0.73,-0.36,-0.34,0.01,0.35,0.43,0.01,0.08,0.15,0.1
19471018,0.64,0.54,0.07,0.32,0.33,0.39,0.29,0.37,0.91,0.53
19471020,0.97,0.72,1.1,0.89,0.88,0.76,0.38,0.51,0.77,0.67
19471021,-0.34,-0.29,0.33,-0.4,-0.34,-0.12,-0.14,0.01,0.1,-0.31
19471022,-0.81,-0.29,-0.56,-0.52,-0.06,-0.35,-0.26,-0.1,-0.25,-0.05
19471023,0.24,-0.15,0.23,0.2,0.12,0.31,0.3,0.18,-0.23,0.04
19471024,-1.76,-1.42,-1.84,-1.61,-1.3,-0.91,-1.54,-1.25,-1.15,-1.44
19471025,0.07,0.13,0.37,0.18,0.06,0.12,0.2,0.36,-0.14,0.29
19471027,0.02,-0.48,-0.07,-0.02,0.08,0.2,-0.14,0.05,0.07,0.19
19471028,-0.89,-0.38,-0.2,-0.15,-0.08,0.06,0.43,0.35,0.03,0.27
19471029,-1.35,-0.62,-0.26,-0.84,-0.34,-0.66,-0.1,-0.01,-0.26,-0.86
19471030,-1.53,-1.31,-1.72,-1.59,-1.34,-0.8,-1.06,-1.36,-1.32,-1.31
